id,host_id,booking_id,name,city,state,zipcode,latitude,longitude,accommodates,beds,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,neighborhood_group_Ballard,neighborhood_group_Capitol Hill,neighborhood_group_Central Area,neighborhood_group_Downtown,neighborhood_group_Other,neighborhood_group_Other neighborhoods,neighborhood_group_Queen Anne,neighborhood_group_West Seattle,Other_neighborhood,property_type_Apartment,property_type_House,property_type_Other,# Bathrooms_Other,# Bathrooms_one,# Bathrooms_one and one half,# Bathrooms_two,# Bathrooms_two and one half,Bed Type_Other,Bed Type_Real Bed,# Bedrooms_Other,# Bedrooms_one,# Bedrooms_three,# Bedrooms_two,# Bedrooms_zero,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,cancellation policy_moderate,cancellation policy_strict
59708,74305,1429,1 Bedroom Beautiful Tuscan Oasis ,Seattle,WA,98121.0,47.61483233,-122.3490291,4,2.0,t,t,t,6,2011-11-23,2015-11-25,90.0,10.0,10.0,10.0,10.0,9.0,10.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
59838,74305,1427,Wonderful 2 Bedroom Modern Oasis,Seattle,WA,98121.0,47.61418994,-122.3449573,6,3.0,t,t,t,70,2010-12-15,2015-11-08,88.0,9.0,10.0,10.0,10.0,9.0,9.0,1.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
74328,68641,966,Spacious Designer Condo,Seattle,WA,98144.0,47.60238656,-122.295347,3,1.0,f,f,f,53,2011-05-31,2015-09-30,93.0,9.0,10.0,9.0,10.0,9.0,9.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
92835,391714,1500,"Charming Apt, VERY Central Location",Seattle,WA,98104.0,47.60593225,-122.3308323,4,1.0,t,f,f,319,2011-05-25,2015-12-19,94.0,10.0,9.0,10.0,10.0,9.0,9.0,5.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103920,541406,508,Beautiful Central Green Lake Flat,Seattle,WA,98115.0,47.68415691,-122.3259722,4,2.0,f,t,t,1,2012-10-04,2012-10-04,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
107046,554458,2459,"Beautiful, Artistic Home, near UW",Seattle,WA,98105.0,47.66962389,-122.2999644,8,6.0,f,f,f,22,2011-12-19,2015-12-12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
108468,561271,462,"Magazine Profiled, View, Gorgeous ",Seattle,WA,98119.0,47.64528801,-122.3726424,9,5.0,f,f,f,2,2012-01-21,2015-10-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
108765,541908,1946,Beacon Hill Cottage in the City,Seattle,WA,98108.0,47.55256632,-122.3043496,2,1.0,f,f,f,35,2011-06-19,2015-10-18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
113951,164430,1038,Oasis in the City,Seattle,WA,98144.0,47.59704962,-122.2998868,6,3.0,f,f,f,10,2011-08-03,2015-10-05,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
117862,595263,1157,Great views of the Space Needle!,Seattle,WA,98102.0,47.62151025,-122.3287867,2,1.0,f,f,f,19,2011-06-20,2015-06-14,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
132160,558743,517,"Green Lake Guest Suite, private apt",Seattle,WA,98103.0,47.68226061,-122.34345,6,3.0,f,f,t,135,2011-08-05,2015-12-21,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
134091,658155,2609,Vintage Capitol Hill - 1 Pkg Spot,Seattle,WA,98102.0,47.62142096,-122.3164195,4,2.0,t,f,f,28,2011-08-29,2015-12-12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
139463,680066,2583,Cozy Urban Studio in Garden Setting,Seattle,WA,98102.0,47.6216865,-122.3206188,2,1.0,f,f,f,91,2011-06-17,2015-12-18,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
146301,33360,3479,"West Seattle, The Full Moon Cottage",Seattle,WA,98136.0,47.55483989,-122.3870566,6,4.0,t,f,f,10,2013-01-14,2015-12-05,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
153967,205412,1865,Cottage in West Seattle $117/night,Seattle,WA,98126.0,47.55594366,-122.3799474,12,4.0,f,f,f,54,2011-07-05,2015-12-01,89.0,9.0,9.0,10.0,10.0,9.0,9.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
157939,668141,1871,Adorable New Artist Apartment ,Seattle,WA,98126.0,47.54778741,-122.3780016,2,1.0,f,f,f,22,2012-02-11,2015-12-01,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
180939,867039,579,Central District Green GardenStudio,Seattle,WA,98122.0,47.61305967,-122.297385,2,1.0,f,f,f,93,2011-07-31,2015-10-30,94.0,10.0,10.0,10.0,10.0,9.0,10.0,1.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
193371,937951,623,New Convenient E Capitol Hill House,Seattle,WA,98112.0,47.62233688,-122.2974357,5,3.0,f,f,f,25,2012-09-21,2015-08-08,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
202251,601266,3396,Seattle Phinney Ridge Ballard,Seattle,WA,98117.0,47.67770465,-122.3598389,6,3.0,t,f,f,11,2014-07-24,2015-10-19,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
206781,1002255,1247,Bright & Spacious Studio,Seattle,WA,98101.0,47.61551227,-122.337286,2,1.0,f,f,t,18,2014-07-16,2015-10-29,96.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
208670,1022302,2903,2BR/1BA Capitol Hill Bungalow/Loft,Seattle,WA,98102.0,47.62162739,-122.3169293,5,2.0,t,f,f,78,2012-02-13,2015-11-09,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
215882,971336,2225,Relaxing Garden Cottage w/ Hot Tub!,Seattle,WA,98118.0,47.56129704,-122.2812186,2,1.0,f,t,t,179,2011-11-05,2015-12-13,97.0,10.0,10.0,10.0,10.0,9.0,10.0,3.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
217142,8243075,1300,SPACIOUS 2BD/2BA PRKG FREE WiFi ,Seattle,WA,98121.0,47.61533865,-122.3479053,7,4.0,f,f,f,47,2011-10-21,2016-01-02,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
219532,1037115,3724,"Fun home in Funky Fremont, Seattle ",Seattle,WA,98107.0,47.65692477,-122.3609349,6,3.0,f,f,f,41,2012-05-19,2015-09-28,95.0,9.0,9.0,10.0,10.0,9.0,9.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
226495,1037115,1838,"Fun apartment in Ballard, Seattle",Seattle,WA,98117.0,47.69102796,-122.3681547,6,3.0,f,f,f,42,2012-04-28,2015-09-08,89.0,9.0,9.0,10.0,9.0,9.0,9.0,0.94,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
227636,1187351,164,Large Ballard/Fremont apartment,Seattle,WA,98107.0,47.66807053,-122.3620862,3,2.0,t,f,t,131,2011-11-09,2015-12-29,97.0,10.0,10.0,10.0,10.0,9.0,10.0,2.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
234898,1230087,392,Modern Apartment near 45th St & UW,Seattle,WA,98105.0,47.66230982,-122.3268488,3,2.0,f,t,t,69,2011-11-28,2015-12-20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
244499,1282652,1135,Incredible View Lake Union Condo!,Seattle,WA,98102.0,47.64687986,-122.3241736,2,1.0,f,t,f,34,2012-08-23,2015-08-11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
257140,74305,1321,1 Bed Territorial View-Book now!,Seattle,WA,98121.0,47.61602298,-122.3444916,4,2.0,t,t,t,20,2011-11-06,2015-12-03,93.0,9.0,10.0,10.0,10.0,9.0,8.0,0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
258571,934641,2611,1BR Cozy Apartment in Capitol Hill,Seattle,WA,98122.0,47.61596662,-122.3269378,2,1.0,f,t,f,278,2011-11-30,2015-11-16,89.0,9.0,8.0,9.0,10.0,9.0,9.0,5.57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
260613,1387754,3069,Modern & New MIL Apt. in N. Ballard,Seattle,WA,98117.0,47.68648953,-122.3684619,2,1.0,f,t,t,18,2012-03-02,2015-12-15,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
261912,558743,529,"Storybook Tudor, house at GreenLake",Seattle,WA,98103.0,47.68378067,-122.3420128,4,2.0,f,f,t,28,2012-04-30,2015-12-29,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
262764,1379138,3811,Fremont Farmhouse,Seattle,WA,98103.0,47.65420514,-122.3526037,5,3.0,f,f,f,5,2015-10-01,2015-12-27,92.0,9.0,8.0,10.0,10.0,10.0,8.0,1.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
264829,862329,2099,2bed Rm Inner City Suite Near Dwtn,Seattle,WA,98144.0,47.57529097,-122.3020487,7,4.0,f,t,t,41,2011-12-12,2015-03-19,89.0,8.0,8.0,9.0,10.0,8.0,9.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
271509,74305,1292,2 Bedroom Harbor and City Oasis,Seattle,WA,98121.0,47.61577535,-122.3487186,6,3.0,f,t,t,12,2012-09-04,2015-03-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
277416,8243075,1364,Xmas Sale 1 bd/1 ba WiFi CLEAN Prkg,Seattle,WA,98121.0,47.61607469,-122.3466775,4,2.0,f,f,f,37,2011-12-12,2015-12-29,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
278830,1452570,5,Charming craftsman 3 bdm house,Seattle,WA,98119.0,47.6329184,-122.3724706,6,3.0,f,f,f,38,2012-07-10,2015-10-24,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
281208,658155,1013,"Luxury, Location, Great For Family",Seattle,WA,98144.0,47.59379732,-122.3051488,6,4.0,t,f,f,27,2012-02-19,2015-11-23,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
284087,721070,1631,The Nest in the Heart of the City,Seattle,WA,98101.0,47.61148112,-122.3291211,6,3.0,t,f,f,75,2012-02-28,2015-12-25,94.0,10.0,9.0,9.0,10.0,10.0,9.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
284813,1478274,1382,Unparalleled & Unique Downtown Loft,Seattle,WA,98121.0,47.61656414,-122.3514416,2,1.0,f,f,t,28,2012-01-17,2014-03-04,95.0,9.0,9.0,10.0,10.0,9.0,9.0,0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
286080,74305,1404,2 Bed Seattle Oasis,Seattle,WA,98121.0,47.61508703,-122.3471424,6,3.0,f,t,t,26,2011-12-27,2015-07-15,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0.53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
286712,1274285,1041,3BR Central District House,Seattle,WA,98144.0,47.59797618,-122.3008799,7,3.0,f,f,f,39,2012-05-21,2015-11-09,88.0,9.0,9.0,9.0,9.0,8.0,9.0,0.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
299817,1545026,3615,Cap Hill Mountain/Lake View Oasis,Seattle,WA,98112.0,47.62387529,-122.3013348,4,3.0,f,t,t,5,2013-07-14,2014-06-12,70.0,6.0,4.0,10.0,10.0,10.0,8.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
301059,74305,1340,1 Bedroom Fantastic View Oasis,Seattle,WA,98121.0,47.61497282,-122.3485545,4,1.0,f,t,t,12,2012-03-17,2015-08-04,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
314180,1224813,281,Sunny Home w/ Views in Wallingford,Seattle,WA,98103.0,47.65386101,-122.3384965,5,3.0,f,f,f,24,2012-03-06,2015-12-01,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
317248,658155,2865,Vintage Capitol Hill - 2 Pkg Spots,Seattle,WA,98102.0,47.62336216,-122.3166778,7,4.0,t,f,f,11,2012-06-22,2015-11-01,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
320704,83099,3348,Mid-century Modern Apartment,Seattle,WA,98117.0,47.68066818,-122.3581267,2,2.0,f,f,f,81,2012-01-31,2015-10-01,94.0,10.0,10.0,10.0,9.0,10.0,10.0,1.69,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
338043,1717589,2702,large modern unit & fab location,Seattle,WA,98102.0,47.61880494,-122.3188491,5,3.0,f,f,t,8,2015-10-07,2015-12-01,95.0,10.0,10.0,10.0,10.0,10.0,9.0,2.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
338091,1717589,2704,"spacious, great location",Seattle,WA,98102.0,47.61917439,-122.3218492,5,3.0,f,f,t,84,2012-04-16,2015-11-25,91.0,9.0,8.0,9.0,10.0,10.0,9.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
353039,1787819,1587,St. John's Apartments #300- one BR,Seattle,WA,98122.0,47.61367456,-122.3220283,4,1.0,f,f,f,18,2012-07-03,2015-11-09,93.0,10.0,10.0,9.0,9.0,9.0,9.0,0.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
353347,791459,1736,VACATION HOUSE WEST SEATTLE ,Seattle,WA,98146.0,47.50508834,-122.3782388,8,3.0,f,f,t,29,2012-03-17,2015-08-27,96.0,10.0,9.0,10.0,10.0,9.0,9.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
356608,1787819,1568,St. John's Apartments #309- Two BR,Seattle,WA,98122.0,47.61304301,-122.3232142,6,2.0,f,f,f,40,2012-06-05,2015-12-14,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
368403,4186078,530,Large Luxury Lakeside Seattle Home,Seattle,WA,98103.0,47.68354474,-122.3309111,12,6.0,f,f,f,5,2013-10-06,2015-08-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
380950,287962,185,Craftsman Charmer w/ Stunning Views,Seattle,WA,98107.0,47.66624017,-122.3609177,12,5.0,f,f,f,12,2012-06-25,2015-09-14,84.0,8.0,9.0,10.0,10.0,9.0,8.0,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
384797,50893,2869,Best Coffee in Seattle 1 Block Away,Seattle,WA,98102.0,47.6256981,-122.3209536,16,9.0,f,t,t,21,2012-05-23,2015-09-03,97.0,9.0,10.0,10.0,10.0,10.0,9.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
397117,391714,1463,Great Space & Location + View!,Seattle,WA,98104.0,47.60727498,-122.3315645,4,1.0,t,f,f,265,2012-04-01,2015-12-19,95.0,10.0,9.0,10.0,10.0,10.0,9.0,5.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
426089,2118351,1782,Panoramic View in West Seattle,Seattle,WA,98116.0,47.58563441,-122.379333,8,4.0,f,t,t,29,2012-06-04,2015-12-20,92.0,9.0,9.0,10.0,10.0,10.0,9.0,0.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
430609,165390,3772,Fresh & hip. 3br/2.5ba. deck. new.,Seattle,WA,98103.0,47.65883131,-122.3479665,8,3.0,f,f,f,16,2015-01-19,2015-12-12,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
430610,165390,410,"3br/3ba.  modern, roof deck, garage",Seattle,WA,98103.0,47.65410157,-122.3385109,8,3.0,f,f,f,70,2012-08-14,2015-10-24,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
