id,price,weekly_price,monthly_price,guests_included,extra_people,security_deposit,cleaning_fee,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365
275,$160.00 ,,,0,$0.00 ,$100.00 ,$72.00 ,1,180,t,25,55,85,155
276,$129.00 ,,,1,$0.00 ,$300.00 ,$60.00 ,2,1125,t,11,33,62,62
277,$219.00 ,"$1,380.00 ",,2,$30.00 ,,$90.00 ,2,1125,t,30,52,68,68
278,$91.00 ,,"$3,850.00 ",2,$20.00 ,$150.00 ,$60.00 ,2,1125,t,8,38,68,342
279,$75.00 ,$915.00 ,"$3,528.00 ",4,$10.00 ,$350.00 ,$60.00 ,2,1125,t,0,15,44,44
280,$99.00 ,$725.00 ,"$2,250.00 ",2,$25.00 ,,,2,1125,t,6,22,44,231
281,$300.00 ,"$1,400.00 ","$5,000.00 ",5,$25.00 ,$500.00 ,$95.00 ,5,14,t,2,32,62,132
282,$150.00 ,$850.00 ,"$2,950.00 ",1,$0.00 ,,$100.00 ,1,1125,t,0,0,0,69
283,$149.00 ,$990.00 ,,1,$0.00 ,$300.00 ,$105.00 ,2,1125,t,29,59,89,364
284,$75.00 ,,,1,$0.00 ,,,1,1125,t,0,0,25,300
285,$95.00 ,,"$1,995.00 ",3,$15.00 ,$150.00 ,$40.00 ,1,32,t,11,38,66,341
286,$100.00 ,,,1,$0.00 ,,,2,1125,t,29,57,69,343
287,$250.00 ,"$1,500.00 ",,1,$0.00 ,,,4,1125,t,0,0,0,46
288,$105.00 ,$650.00 ,"$1,950.00 ",1,$35.00 ,$500.00 ,$50.00 ,5,60,t,18,42,72,347
289,$74.00 ,$420.00 ,"$1,000.00 ",1,$10.00 ,$100.00 ,$15.00 ,1,1125,t,0,0,2,277
290,$140.00 ,"$1,050.00 ","$3,500.00 ",1,$0.00 ,$250.00 ,$65.00 ,1,1125,t,20,50,80,342
291,$130.00 ,$770.00 ,"$2,500.00 ",2,$5.00 ,$350.00 ,$50.00 ,3,1125,t,28,58,88,254
292,$110.00 ,$700.00 ,,1,$0.00 ,$100.00 ,$40.00 ,2,20,t,2,32,62,337
293,$199.00 ,"$1,460.00 ","$4,960.00 ",4,$20.00 ,$350.00 ,$160.00 ,2,30,t,26,56,86,359
294,$209.00 ,,,1,$0.00 ,$300.00 ,$95.00 ,3,120,t,0,0,0,262
295,$100.00 ,$550.00 ,,2,$10.00 ,$100.00 ,$50.00 ,2,28,t,24,38,68,157
296,$110.00 ,$630.00 ,"$2,400.00 ",2,$15.00 ,$100.00 ,$30.00 ,2,90,t,12,15,30,153
297,$104.00 ,$619.00 ,"$2,184.00 ",2,$25.00 ,$250.00 ,$50.00 ,2,30,t,3,33,63,152
298,$200.00 ,,,1,$0.00 ,,$100.00 ,3,14,t,0,0,0,0
299,$99.00 ,$690.00 ,,2,$30.00 ,,$35.00 ,2,30,t,30,60,90,179
300,$90.00 ,$600.00 ,"$2,000.00 ",1,$0.00 ,,$13.00 ,1,14,t,27,57,87,362
301,$135.00 ,$900.00 ,"$3,600.00 ",2,$15.00 ,$200.00 ,$30.00 ,3,1125,t,30,60,90,344
302,$122.00 ,,,4,$25.00 ,$100.00 ,$50.00 ,2,1125,t,27,54,54,84
303,$80.00 ,,,1,$0.00 ,,$40.00 ,5,10,t,9,26,26,130
304,$158.00 ,$896.00 ,"$3,045.00 ",2,$15.00 ,$150.00 ,$65.00 ,2,30,t,0,27,35,304
305,$90.00 ,,,2,$20.00 ,,$10.00 ,1,1125,t,30,60,90,365
306,$100.00 ,$500.00 ,"$1,780.00 ",1,$0.00 ,,,1,8,t,27,57,86,86
307,$89.00 ,$575.00 ,"$1,990.00 ",2,$20.00 ,$300.00 ,$90.00 ,2,1125,t,30,60,90,365
308,$125.00 ,$700.00 ,"$2,500.00 ",4,$0.00 ,$100.00 ,$50.00 ,3,1125,t,0,0,0,275
309,$42.00 ,,,1,$10.00 ,,,1,1125,t,30,60,89,89
310,$65.00 ,$425.00 ,"$1,350.00 ",1,$15.00 ,$200.00 ,$40.00 ,2,90,t,0,0,0,216
311,$100.00 ,$600.00 ,"$2,100.00 ",2,$35.00 ,$95.00 ,$40.00 ,2,35,t,20,42,72,343
312,$40.00 ,,,1,$0.00 ,,$15.00 ,7,90,t,0,5,35,310
313,$185.00 ,,,4,$25.00 ,$200.00 ,,4,1125,t,0,0,0,35
314,$40.00 ,,,1,$0.00 ,,$35.00 ,2,1125,t,26,46,76,351
315,$70.00 ,$350.00 ,"$1,300.00 ",1,$10.00 ,,$20.00 ,1,1125,t,30,60,90,365
316,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
317,$70.00 ,,,1,$0.00 ,,,1,1125,t,27,57,87,362
318,$110.00 ,$600.00 ,"$2,000.00 ",1,$0.00 ,,$40.00 ,2,30,t,30,60,90,365
319,$99.00 ,,,1,$0.00 ,$400.00 ,$100.00 ,2,1125,t,29,59,89,363
320,$680.00 ,,,6,$0.00 ,"$1,000.00 ",$275.00 ,1,1125,t,0,26,56,331
321,$195.00 ,"$1,300.00 ","$3,800.00 ",5,$20.00 ,,$75.00 ,5,90,t,0,0,0,170
322,$55.00 ,$432.00 ,,1,$25.00 ,,$25.00 ,1,365,t,30,60,90,365
323,$90.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,20
324,$119.00 ,,,2,$10.00 ,,$50.00 ,2,90,t,18,48,78,353
325,$175.00 ,,,5,$0.00 ,$100.00 ,,2,14,t,0,0,0,0
326,$65.00 ,$550.00 ,"$1,800.00 ",1,$15.00 ,,,1,1125,t,23,43,61,61
327,$75.00 ,,,1,$0.00 ,,,1,1125,t,25,55,85,360
328,$126.00 ,$790.00 ,"$2,649.00 ",2,$20.00 ,$350.00 ,$65.00 ,2,30,t,30,60,90,364
329,$70.00 ,$450.00 ,,1,$10.00 ,$300.00 ,,2,30,t,0,9,23,63
330,$90.00 ,$600.00 ,"$2,000.00 ",2,$10.00 ,$100.00 ,$50.00 ,2,365,t,0,0,0,262
331,$129.00 ,$700.00 ,"$1,990.00 ",1,$10.00 ,,$60.00 ,1,1125,t,30,60,90,365
332,$225.00 ,"$1,470.00 ","$5,964.00 ",4,$30.00 ,$700.00 ,,3,1125,t,25,55,85,293
333,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
334,$50.00 ,$275.00 ,$850.00 ,2,$30.00 ,$350.00 ,$28.00 ,5,1125,t,29,59,89,364
335,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
336,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,5,1125,t,30,60,90,365
337,$95.00 ,,,2,$15.00 ,$400.00 ,,2,29,t,13,27,47,111
338,$175.00 ,,,1,$0.00 ,,,2,1125,t,0,0,0,178
339,$160.00 ,"$1,000.00 ","$3,500.00 ",2,$15.00 ,$400.00 ,$90.00 ,2,1125,t,30,60,90,365
340,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
341,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
342,$120.00 ,,,1,$0.00 ,$100.00 ,,3,1125,t,26,56,86,361
343,$66.00 ,$393.00 ,"$1,386.00 ",2,$10.00 ,,$70.00 ,2,1125,t,0,3,19,270
344,$55.00 ,,,1,$10.00 ,,,1,31,t,23,50,72,347
345,$350.00 ,"$2,100.00 ",,1,$0.00 ,$350.00 ,$90.00 ,4,1125,t,0,0,0,48
346,$85.00 ,$500.00 ,,1,$0.00 ,,$20.00 ,1,1125,t,22,52,82,357
347,$175.00 ,"$1,000.00 ","$2,500.00 ",2,$20.00 ,,$50.00 ,2,1125,t,30,60,90,365
348,$105.00 ,$650.00 ,,1,$0.00 ,,,5,1125,t,0,0,0,146
349,$55.00 ,,,1,$20.00 ,,$10.00 ,1,30,t,30,57,86,86
350,$150.00 ,,,6,$25.00 ,$300.00 ,$75.00 ,1,1125,t,8,8,15,169
351,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
352,$59.00 ,$395.00 ,"$1,389.00 ",1,$10.00 ,,$15.00 ,2,730,t,17,43,63,338
353,$80.00 ,$400.00 ,"$1,500.00 ",1,$10.00 ,,$30.00 ,1,1125,t,30,60,90,365
354,$200.00 ,,"$3,000.00 ",4,$20.00 ,,$40.00 ,1,1125,t,0,0,0,251
355,$60.00 ,$325.00 ,"$1,250.00 ",1,$0.00 ,,,1,500,t,24,54,81,356
356,$59.00 ,,,1,$10.00 ,,$15.00 ,2,1125,t,26,56,85,85
357,$575.00 ,"$3,250.00 ","$9,500.00 ",0,$0.00 ,$500.00 ,$175.00 ,4,31,t,0,0,0,140
358,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
359,$139.00 ,,,1,$0.00 ,,$25.00 ,2,10,t,0,27,57,146
360,$70.00 ,$750.00 ,"$2,900.00 ",1,$0.00 ,$250.00 ,$75.00 ,2,1125,t,30,60,90,361
361,$85.00 ,,"$2,500.00 ",2,$10.00 ,,$50.00 ,2,90,t,18,48,78,353
362,$259.00 ,,,1,$0.00 ,,$155.00 ,3,1125,t,30,60,90,365
363,$39.00 ,,,1,$0.00 ,,,1,1125,t,7,7,7,7
364,$70.00 ,$450.00 ,"$1,600.00 ",2,$25.00 ,,,2,14,t,20,31,61,336
365,$166.00 ,,,1,$0.00 ,,$209.00 ,3,1125,t,30,60,90,361
366,$99.00 ,$685.00 ,,2,$10.00 ,,,2,1125,t,17,43,73,348
367,$110.00 ,,,1,$20.00 ,$100.00 ,$20.00 ,2,1125,t,30,60,90,365
368,$100.00 ,,,2,$5.00 ,$100.00 ,$75.00 ,1,1125,t,6,32,62,337
369,$250.00 ,,,1,$0.00 ,$200.00 ,$65.00 ,2,1125,t,0,0,0,0
370,$150.00 ,"$1,600.00 ","$3,700.00 ",1,$0.00 ,$400.00 ,$120.00 ,7,1125,t,0,0,2,277
371,$200.00 ,$833.00 ,"$2,940.00 ",1,$0.00 ,$100.00 ,$50.00 ,2,1125,t,30,60,87,360
372,$95.00 ,,,2,$25.00 ,$300.00 ,$75.00 ,5,60,t,2,32,62,337
373,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
374,$215.00 ,"$1,205.00 ","$4,220.00 ",1,$0.00 ,$250.00 ,$65.00 ,2,31,t,0,0,0,121
375,$110.00 ,$750.00 ,"$2,400.00 ",1,$0.00 ,,$15.00 ,1,1125,t,0,0,0,267
376,$249.00 ,,,1,$0.00 ,$300.00 ,$100.00 ,4,1125,t,30,60,89,89
377,$295.00 ,,"$7,500.00 ",8,$40.00 ,$300.00 ,$95.00 ,1,1125,t,0,0,0,0
378,$90.00 ,$670.00 ,,2,$10.00 ,$200.00 ,$40.00 ,2,1125,t,30,60,90,365
379,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
380,$85.00 ,,,0,$0.00 ,$100.00 ,$8.00 ,2,30,t,29,59,89,364
381,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
382,$40.00 ,$200.00 ,$520.00 ,1,$15.00 ,$150.00 ,$20.00 ,1,1125,t,0,0,0,212
383,$245.00 ,,,4,$20.00 ,$350.00 ,$150.00 ,2,1125,t,26,56,86,354
384,$130.00 ,$900.00 ,,1,$0.00 ,$350.00 ,$50.00 ,5,22,t,0,0,0,186
385,$210.00 ,,,1,$0.00 ,,$100.00 ,1,1125,t,0,0,0,0
386,$439.00 ,"$2,399.00 ",,4,$35.00 ,$399.00 ,$99.00 ,2,1125,t,30,60,90,365
387,$90.00 ,$500.00 ,"$2,000.00 ",1,$0.00 ,,,1,1125,t,25,55,55,85
388,$95.00 ,,,2,$25.00 ,$100.00 ,$82.00 ,2,15,t,0,20,43,275
389,$109.00 ,,,2,$15.00 ,$100.00 ,$60.00 ,2,1125,t,18,35,58,116
390,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$28.00 ,4,1125,t,30,60,90,365
391,$175.00 ,"$1,225.00 ","$5,000.00 ",4,$50.00 ,$100.00 ,$75.00 ,3,28,t,14,21,21,21
392,$80.00 ,$450.00 ,"$1,800.00 ",2,$0.00 ,$100.00 ,$40.00 ,4,365,t,3,3,3,66
393,$105.00 ,$600.00 ,,1,$0.00 ,,,2,1125,t,29,59,89,364
394,$400.00 ,,,6,$15.00 ,$250.00 ,$150.00 ,1,1125,t,0,0,0,176
395,$100.00 ,$575.00 ,"$1,950.00 ",3,$7.00 ,$500.00 ,$50.00 ,2,1125,t,5,27,36,235
396,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
397,$160.00 ,,,4,$20.00 ,$500.00 ,$20.00 ,2,30,t,30,60,90,343
398,$55.00 ,,,1,$10.00 ,,,1,1125,t,30,59,88,363
399,$55.00 ,$370.00 ,$990.00 ,1,$15.00 ,$300.00 ,$30.00 ,3,30,t,1,4,33,33
400,$150.00 ,$500.00 ,"$1,450.00 ",1,$25.00 ,,$30.00 ,5,60,t,2,32,62,337
401,$55.00 ,,,1,$0.00 ,,,1,1125,t,28,51,81,339
402,$95.00 ,$595.00 ,"$2,100.00 ",2,$20.00 ,$200.00 ,$50.00 ,1,1125,t,9,19,49,313
403,$155.00 ,"$1,096.00 ","$3,500.00 ",4,$25.00 ,$500.00 ,$100.00 ,3,1125,t,10,30,60,334
404,$55.00 ,$419.00 ,"$1,499.00 ",1,$15.00 ,,$25.00 ,1,1125,t,0,0,0,191
405,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
406,$250.00 ,,,7,$25.00 ,$400.00 ,$100.00 ,2,28,t,5,5,12,154
407,$145.00 ,$875.00 ,"$2,500.00 ",2,$0.00 ,$150.00 ,$50.00 ,1,1125,t,28,58,88,363
408,$54.00 ,,,1,$10.00 ,,$15.00 ,1,1125,t,26,56,85,85
409,$99.00 ,$800.00 ,"$2,900.00 ",1,$0.00 ,$100.00 ,,2,1125,t,25,50,80,351
410,$254.00 ,,"$6,300.00 ",7,$15.00 ,$300.00 ,$125.00 ,1,1125,t,24,54,84,359
411,$100.00 ,,,1,$0.00 ,$200.00 ,$45.00 ,2,14,t,23,44,66,328
412,$65.00 ,$450.00 ,,2,$10.00 ,$500.00 ,$10.00 ,2,1125,t,23,53,80,333
413,$150.00 ,,,2,$15.00 ,$500.00 ,$60.00 ,2,27,t,10,27,27,193
414,$140.00 ,,,2,$25.00 ,,$30.00 ,1,1125,t,0,0,0,119
415,$45.00 ,$275.00 ,$950.00 ,1,$10.00 ,$250.00 ,$20.00 ,3,31,t,0,3,33,308
416,$74.00 ,$420.00 ,"$1,000.00 ",1,$10.00 ,$100.00 ,$15.00 ,1,1125,t,0,0,0,121
417,$60.00 ,,,2,$20.00 ,,,1,4,t,29,56,56,57
418,$350.00 ,,,1,$0.00 ,,,3,1125,t,0,0,0,102
419,$135.00 ,"$1,000.00 ","$4,100.00 ",2,$5.00 ,$350.00 ,$50.00 ,2,1125,t,27,50,80,355
420,$85.00 ,$525.00 ,"$1,395.00 ",2,$30.00 ,$200.00 ,$80.00 ,2,1125,t,3,33,63,338
421,$310.00 ,"$2,100.00 ",,4,$15.00 ,$350.00 ,$195.00 ,3,90,t,30,60,90,365
422,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,29,59,89,364
423,$215.00 ,,,5,$25.00 ,$200.00 ,$30.00 ,2,1125,t,30,60,90,365
424,$245.00 ,,,6,$15.00 ,$200.00 ,$145.00 ,1,1125,t,20,50,80,355
425,$65.00 ,,,1,$10.00 ,,,2,1125,t,0,0,0,94
426,$85.00 ,,,2,$10.00 ,$100.00 ,$40.00 ,2,1125,t,0,0,2,277
427,$95.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
428,$57.00 ,$339.00 ,"$1,197.00 ",2,$25.00 ,,$25.00 ,1,60,t,0,5,35,310
429,$75.00 ,,,1,$0.00 ,$500.00 ,$20.00 ,1,1125,t,25,55,85,360
430,$120.00 ,$825.00 ,,2,$10.00 ,$250.00 ,$22.00 ,1,29,t,24,54,84,259
431,$120.00 ,$725.00 ,,2,$15.00 ,$200.00 ,$85.00 ,3,21,t,28,58,88,363
432,$40.00 ,$250.00 ,,1,$5.00 ,,$5.00 ,1,1125,t,21,51,81,356
433,$490.00 ,"$2,950.00 ","$7,500.00 ",6,$10.00 ,$500.00 ,$225.00 ,2,45,t,0,0,0,121
434,$50.00 ,,,2,$10.00 ,$100.00 ,$15.00 ,2,1125,t,30,60,90,365
435,$200.00 ,,,2,$25.00 ,,$45.00 ,2,1125,t,0,5,5,190
436,$40.00 ,$250.00 ,$750.00 ,1,$0.00 ,$350.00 ,$35.00 ,4,1125,t,30,60,90,365
437,$255.00 ,"$1,250.00 ","$2,750.00 ",2,$50.00 ,$500.00 ,$95.00 ,4,270,t,21,51,81,140
438,$95.00 ,$678.00 ,"$2,394.00 ",1,$0.00 ,$100.00 ,$30.00 ,1,10,t,28,54,84,359
439,$160.00 ,,,1,$0.00 ,$100.00 ,$20.00 ,1,1125,t,0,0,0,116
440,$55.00 ,$432.00 ,,1,$25.00 ,,$25.00 ,1,365,t,26,41,64,339
441,$85.00 ,$600.00 ,,1,$0.00 ,,$20.00 ,2,21,t,24,54,83,83
442,$325.00 ,"$2,000.00 ","$5,000.00 ",4,$25.00 ,$800.00 ,$75.00 ,2,1125,t,10,14,14,198
443,$144.00 ,"$1,250.00 ","$4,410.00 ",1,$0.00 ,$200.00 ,$80.00 ,1,30,t,13,13,13,76
444,$100.00 ,$600.00 ,"$2,500.00 ",1,$25.00 ,$100.00 ,$30.00 ,3,1125,t,0,0,0,19
445,$115.00 ,$700.00 ,"$2,300.00 ",2,$10.00 ,,$50.00 ,3,1125,t,30,44,74,349
446,$55.00 ,$432.00 ,,1,$25.00 ,,$25.00 ,1,365,t,16,46,76,350
447,$95.00 ,$895.00 ,,1,$0.00 ,,,2,1125,t,0,0,0,124
448,$175.00 ,"$1,200.00 ",,4,$30.00 ,$400.00 ,$100.00 ,3,24,t,29,59,89,364
449,$95.00 ,,,2,$0.00 ,,,1,31,t,30,60,90,365
450,$100.00 ,,,1,$0.00 ,$100.00 ,$25.00 ,2,1125,t,30,60,90,365
451,$46.00 ,,,1,$0.00 ,,,1,1125,t,12,40,70,345
452,$50.00 ,,,1,$10.00 ,,$10.00 ,1,1125,t,28,58,88,363
453,$445.00 ,,,1,$0.00 ,,$125.00 ,3,1125,t,29,59,89,178
454,$75.00 ,$500.00 ,,1,$0.00 ,,,1,1125,t,30,60,90,365
455,$100.00 ,$800.00 ,"$2,590.00 ",1,$0.00 ,$100.00 ,$50.00 ,2,1125,t,6,36,66,341
456,$130.00 ,,,1,$10.00 ,$500.00 ,,2,1125,t,0,0,0,144
457,$235.00 ,"$2,000.00 ",,3,$50.00 ,$150.00 ,$125.00 ,2,1125,t,30,60,90,365
458,$100.00 ,"$1,000.00 ","$2,500.00 ",1,$0.00 ,,$25.00 ,1,1125,t,0,0,2,126
459,$120.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,111
460,$80.00 ,$550.00 ,"$1,999.00 ",1,$0.00 ,$150.00 ,$45.00 ,4,1125,t,12,42,71,159
461,$110.00 ,$785.00 ,"$2,750.00 ",4,$25.00 ,,$40.00 ,2,1125,t,12,26,41,283
462,$395.00 ,,,9,$10.00 ,$500.00 ,$250.00 ,3,30,t,30,60,90,365
463,$88.00 ,$620.00 ,"$1,225.00 ",1,$0.00 ,,$35.00 ,1,1125,t,10,40,70,345
464,$55.00 ,,"$1,664.00 ",1,$0.00 ,,$20.00 ,3,1125,t,25,55,84,84
465,$145.00 ,$650.00 ,,2,$60.00 ,$200.00 ,$100.00 ,2,14,t,28,56,79,354
466,$425.00 ,,,1,$0.00 ,$500.00 ,$150.00 ,2,21,t,13,13,13,260
467,$114.00 ,$678.00 ,"$2,394.00 ",2,$50.00 ,$250.00 ,$50.00 ,2,1125,t,10,35,38,309
468,$110.00 ,"$1,000.00 ","$3,000.00 ",2,$20.00 ,$300.00 ,$50.00 ,2,1125,t,16,37,67,342
469,$300.00 ,,,1,$0.00 ,$150.00 ,$150.00 ,7,30,t,0,3,33,308
470,$117.00 ,$696.00 ,"$2,457.00 ",2,$50.00 ,$250.00 ,$50.00 ,2,1125,t,8,31,61,336
471,$275.00 ,"$1,800.00 ",,4,$20.00 ,$500.00 ,$100.00 ,2,30,t,21,51,81,170
472,$85.00 ,$482.00 ,"$1,600.00 ",2,$10.00 ,,,1,1125,t,20,42,71,329
473,$300.00 ,"$2,000.00 ",,1,$0.00 ,,$100.00 ,7,1125,t,0,0,0,165
474,$53.00 ,$325.00 ,"$1,100.00 ",1,$0.00 ,$200.00 ,$20.00 ,1,30,t,25,55,85,360
475,$107.00 ,$999.00 ,"$2,999.00 ",1,$0.00 ,,$120.00 ,1,1125,t,18,18,45,95
476,$348.00 ,"$1,900.00 ","$6,500.00 ",1,$0.00 ,$300.00 ,$70.00 ,3,1125,t,0,0,0,196
477,$89.00 ,,,2,$20.00 ,$100.00 ,$60.00 ,1,1125,t,7,22,29,269
478,$89.00 ,,"$3,500.00 ",4,$15.00 ,$450.00 ,$75.00 ,2,1125,t,22,49,79,313
479,$89.00 ,,,1,$0.00 ,$250.00 ,$60.00 ,1,1125,t,19,49,79,354
480,$209.00 ,"$1,300.00 ",,1,$0.00 ,,,2,1125,t,0,0,0,2
481,$76.00 ,$446.00 ,"$1,302.00 ",1,$0.00 ,,$35.00 ,1,1125,t,5,22,52,141
482,$74.00 ,,,2,$15.00 ,,$50.00 ,3,20,t,14,14,14,128
483,$250.00 ,"$1,900.00 ",,5,$100.00 ,$100.00 ,$100.00 ,3,15,t,0,26,56,331
484,$180.00 ,,,1,$0.00 ,,$55.00 ,1,1125,t,17,47,77,352
485,$179.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,63
486,$115.00 ,,,2,$5.00 ,,$20.00 ,2,60,t,19,49,79,354
487,$140.00 ,,,1,$0.00 ,,,2,1125,t,10,19,19,187
488,$150.00 ,"$1,000.00 ","$3,000.00 ",4,$100.00 ,$500.00 ,$150.00 ,5,125,t,3,33,63,337
489,$70.00 ,$500.00 ,"$1,500.00 ",1,$0.00 ,,,1,1125,t,3,29,59,334
490,$300.00 ,,,1,$0.00 ,,,3,1125,t,0,26,56,331
491,$99.00 ,$560.00 ,"$1,500.00 ",1,$25.00 ,$300.00 ,$40.00 ,1,1125,t,0,0,0,189
492,$89.00 ,,,1,$0.00 ,,$35.00 ,1,1125,t,10,10,10,113
493,$100.00 ,,,1,$0.00 ,,,1,1125,t,0,0,0,42
494,$84.00 ,$500.00 ,"$1,800.00 ",1,$0.00 ,$200.00 ,$50.00 ,2,1125,t,30,60,90,365
495,$97.00 ,,,2,$10.00 ,$250.00 ,$25.00 ,4,16,t,4,34,63,63
496,$116.00 ,$775.00 ,"$2,750.00 ",1,$0.00 ,$150.00 ,$80.00 ,3,1125,t,0,0,0,116
497,$150.00 ,,,1,$0.00 ,$300.00 ,$75.00 ,2,14,t,24,54,84,359
498,$110.00 ,,,1,$25.00 ,$200.00 ,$50.00 ,1,15,t,25,47,54,166
499,$265.00 ,,,1,$0.00 ,,$169.00 ,3,365,t,22,52,82,202
500,$115.00 ,$750.00 ,"$2,900.00 ",2,$15.00 ,$100.00 ,$80.00 ,3,1125,t,20,50,80,355
501,$100.00 ,$700.00 ,"$2,200.00 ",4,$25.00 ,$100.00 ,$50.00 ,6,28,t,0,0,0,0
502,$109.00 ,$675.00 ,,2,$30.00 ,,,2,14,t,2,32,62,337
503,$60.00 ,$375.00 ,"$1,000.00 ",1,$15.00 ,,,1,730,t,0,1,31,306
504,$249.00 ,"$1,600.00 ","$6,000.00 ",1,$0.00 ,$200.00 ,$100.00 ,3,365,t,11,11,11,286
505,$250.00 ,,,1,$0.00 ,$300.00 ,$150.00 ,2,30,t,0,0,0,155
506,$100.00 ,$700.00 ,"$2,500.00 ",1,$0.00 ,$250.00 ,$300.00 ,26,30,t,0,0,0,153
507,$74.00 ,,,2,$30.00 ,,$20.00 ,1,1125,t,8,24,50,321
508,$235.00 ,"$1,650.00 ","$4,250.00 ",2,$25.00 ,$400.00 ,$125.00 ,3,90,t,30,60,90,365
509,$99.00 ,"$1,000.00 ","$3,000.00 ",1,$0.00 ,$200.00 ,$75.00 ,3,1125,t,30,60,86,361
510,$96.00 ,$637.00 ,"$2,247.00 ",2,$10.00 ,,$20.00 ,1,1125,t,0,0,2,277
511,$92.00 ,$815.00 ,"$2,877.00 ",2,$14.00 ,$95.00 ,$30.00 ,1,1125,t,6,6,6,253
512,$85.00 ,$500.00 ,"$1,750.00 ",1,$0.00 ,,,2,1125,t,21,39,55,55
513,$55.00 ,,,2,$55.00 ,$100.00 ,$10.00 ,1,1125,t,0,0,0,121
514,$55.00 ,$349.00 ,"$1,099.00 ",2,$35.00 ,$150.00 ,$35.00 ,2,35,t,23,53,83,228
515,$80.00 ,,,1,$0.00 ,,,1,1125,t,30,60,90,365
516,$195.00 ,,,1,$0.00 ,,,2,1125,t,30,60,90,365
517,$145.00 ,,,2,$20.00 ,$400.00 ,,3,30,t,30,60,90,179
518,$180.00 ,,,2,$10.00 ,,$70.00 ,3,1125,t,14,44,74,346
519,$50.00 ,,,1,$0.00 ,,$20.00 ,1,3,t,30,60,90,365
520,$160.00 ,,,1,$0.00 ,,,2,1125,t,30,60,90,362
521,$140.00 ,$850.00 ,,0,$0.00 ,,$35.00 ,2,1125,t,0,0,0,153
522,$140.00 ,$850.00 ,"$2,500.00 ",1,$0.00 ,$500.00 ,$35.00 ,2,1125,t,30,60,90,365
523,$40.00 ,,,1,$10.00 ,,,1,31,t,15,42,54,142
524,$145.00 ,$800.00 ,"$2,750.00 ",1,$0.00 ,$500.00 ,$80.00 ,2,1125,t,29,55,85,269
525,$225.00 ,,,4,$25.00 ,$300.00 ,$80.00 ,3,20,t,30,60,90,365
526,$325.00 ,,,1,$0.00 ,$200.00 ,$85.00 ,1,1125,t,0,0,0,1
527,$199.00 ,,,2,$25.00 ,$350.00 ,$100.00 ,1,1125,t,30,60,90,365
528,$450.00 ,"$2,950.00 ","$11,500.00 ",5,$18.00 ,$500.00 ,$250.00 ,4,120,t,3,33,63,338
529,$175.00 ,,,2,$20.00 ,$400.00 ,,4,14,t,0,0,0,18
530,$550.00 ,"$3,950.00 ","$13,500.00 ",4,$35.00 ,$500.00 ,$300.00 ,4,30,t,16,46,76,335
531,$149.00 ,,,1,$0.00 ,$500.00 ,$100.00 ,20,31,t,24,24,24,25
532,$130.00 ,$760.00 ,"$1,970.00 ",1,$0.00 ,,,3,120,t,3,33,63,318
533,$85.00 ,$450.00 ,"$1,700.00 ",2,$0.00 ,,$30.00 ,1,1125,t,0,4,34,309
534,$300.00 ,"$2,000.00 ",,1,$0.00 ,$200.00 ,$100.00 ,4,1125,t,0,0,0,148
535,$79.00 ,"$1,300.00 ","$3,500.00 ",3,$15.00 ,$200.00 ,$75.00 ,2,1125,t,2,21,38,236
536,$59.00 ,$350.00 ,"$1,200.00 ",1,$0.00 ,,,2,1125,t,5,35,65,340
537,$140.00 ,$900.00 ,,1,$25.00 ,$400.00 ,$125.00 ,2,730,t,30,60,90,365
